time,open,high,low,close,Volume,Volume MA
1370260800,26.09,26.6,24.55,24.7,51052,16671.35
1372680000,24.75,25.04,23.6,24.01,23174,17754.2
1375358400,24,26.55,22.57,25.37,37134,19278.15
1378123200,25.39,26.41,23.43,23.64,27386,20001.65
1380628800,23.54,25.19,23.15,24.22,11744,20121.25
1383303600,24.09,26.74,23.92,26.5,716,19773
1385982000,26.5,27.23,25.6,27.18,3479,19946.45
1388660400,27.15,28.46,25.81,27.3,15992,19665.6
1391425200,27.28,33.4,27.15,30.65,36553,18923.15
1394020800,30.74,33.1,29.3,29.3,19173,17721.85
1396353600,29.3,32,29.3,30.47,347,17142.5
1399032000,30.1,30.47,27.04,27.04,257,16410.1
1401710400,26.76,26.9,24.53,24.61,0,15973.75
1404216000,24.18,24.18,22.65,23.48,36425,17074.7
1406894400,23.6,25,23.31,23.99,45519,18904.15
1409572800,23.96,24.9,22.31,24.35,40057,20256.7
1412164800,24.36,31.5,23.98,29.23,31307,21163.75
1415012400,29.2,32.96,28.4,29.57,25922,21836.6
1417431600,29.51,32.45,28.58,30.3,10579,22342.95
1420196400,30.2,31.49,27.11,28.4,26572,22169.4
1422874800,28.3,29.7,28.1,29.25,7527,19993.15
1425297600,29.25,30.58,28.7,29.45,11449,19406.9
1427889600,29.45,29.45,26.14,26.18,0,17550.2
1430740800,26.18,26.45,24.88,25.3,28704,17616.1
1433160000,25.25,28.15,24.82,27.99,50933,19575.55
1435752000,28.14,29.3,26.69,28.31,29150,20997.25
1438603200,28.39,32.5,28.29,32.43,12077,21427.15
1441108800,32.46,38.8,32.3,37.35,20911,21673.1
1443700800,37.15,37.5,35.01,37.45,7308,20210.85
1446462000,37.45,37.5,35.2,36.4,9526,19728.5
1448967600,36.5,38.23,36.2,38.1,3922,19907.25
1451905200,38.65,43.05,38,38.02,9577,20373.25
1454324400,38.1,41.95,37.9,41.85,7694,20757.95
1456833600,42,45.9,37.51,38,18785,19875.95
1459512000,37.01,44.4,37.01,43.9,1426,17671.3
1462190400,44,46.99,41.81,42.8,28286,17082.75
1464782400,42.86,43.99,39.55,39.72,68662,18950.5
1467374400,39.71,50.1,39.27,48.6,41107,19709.75
1470052800,48.85,49,40.15,40.42,22657,20313.65
1472731200,40.11,43.78,39.6,42.87,16282,19799.15
1475496000,42.8,44.33,39.7,41.9,14497,20147.65
1477998000,41.9,42.35,37.03,38,18429,20496.65
1480590000,37.7,38.93,35,35.8,7485,20870.9
1483354800,35.67,35.95,32.5,32.67,14660,20168.7
1485946800,32.97,33.09,30.5,30.95,15192,18381.65
1488369600,31,32.2,27.58,28.17,9314,17389.85
1491220800,28.17,28.19,27.12,27.7,0,16786
1493726400,27.7,28.3,26.41,26.9,31487,17314.8
1496318400,26.87,27.69,25.03,25.84,54458,19672.3
1499083200,25.84,28.88,25.61,28.13,35636,20977.8
1501588800,28.1,29.91,27.8,29.48,15662,21564.8
1504267200,29.5,33.99,28.77,32.54,14946,21833.25
1506945600,32.55,33.89,32.11,33.09,11864,22041.75
1509534000,33.1,33.9,32.73,33.75,11738,21689.4
1512126000,33.75,34.25,32.75,34.14,4921,21864.15
1514890800,34.4,34.4,31.65,32.81,13728,21136.25
1517482800,33,38.29,32.85,37.03,17797,18593
1519905600,37.47,41.72,36.4,36.4,39144,18494.85
1522670400,36.58,39.69,36.25,39.69,229,17373.45
1525262400,39.35,42.47,39.35,40.47,40592,18588.95
1527854400,40.42,41.14,35.8,37.21,56859,20707.05
1530532800,37.38,43.2,36.9,42.94,15004,20535.8
1533124800,42.92,44.25,42.28,42.75,11017,20712.4
1535976000,43.19,43.72,40.1,40.9,13928,20675.8
1538395200,40.91,41.17,34.84,36.74,10602,20446.3
1541073600,36.81,39.25,36.55,36.9,12153,20588.25
1543834800,37,39.9,36.87,39.65,10333,21104.9
1546426800,39.5,40.3,37.13,39.04,15867,20323.9
1549018800,39,40.2,38.1,39.4,4203,17811.15
1551441600,39.5,39.65,33.05,33.81,885,16073.6
1554120000,33.55,34.05,30.7,30.7,4653,15523.15
1556798400,30.61,40.29,30.4,38.84,52897,17420.7
1559563200,38.85,40.37,35.63,37.16,67021,20178.55
1561982400,37,40.24,36.35,38.46,31421,21162.7
1564660800,38.68,40.6,37.01,38.5,25530,22193.15
1567425600,38.59,41.84,37.41,41.8,22614,22637.45
1569931200,41.83,42.15,40.6,41.79,2196,21857.4
